               epoch,       train/box_loss,       train/obj_loss,       train/cls_loss,    metrics/precision,       metrics/recall,      metrics/mAP_0.5, metrics/mAP_0.5:0.95,         val/box_loss,         val/obj_loss,         val/cls_loss,                x/lr0,                x/lr1,                x/lr2, 
                 149            0.035348            0.042703           0.0059083             0.93352              0.8504             0.93997             0.67217             0.03125            0.021943            0.003158           0.0055942           0.0055942           0.0055942
                 150            0.037484            0.039404           0.0058849             0.92133             0.86474             0.94299             0.65731            0.032613            0.021694           0.0031764           0.0055471           0.0055471           0.0055471
                 151            0.035294            0.040648           0.0057272             0.89998             0.89963             0.95124             0.70463            0.029013            0.021071           0.0031027              0.0055              0.0055              0.0055
                 152            0.032041            0.037247           0.0055049             0.90261             0.90196               0.953             0.70383            0.028898             0.02083           0.0030492           0.0054529           0.0054529           0.0054529
                 153            0.034066            0.041496           0.0057561             0.90314             0.89063             0.94929             0.67564             0.03137            0.021114           0.0030068           0.0054058           0.0054058           0.0054058
                 154            0.036116            0.041046           0.0066853              0.9326             0.88874             0.94434             0.69558            0.028745            0.020734           0.0030126           0.0053587           0.0053587           0.0053587
                 155            0.034423            0.040365             0.00577             0.88145             0.90295             0.94349             0.69753            0.029667            0.020755            0.003041           0.0053116           0.0053116           0.0053116
                 156            0.033048            0.039291           0.0049558             0.92189             0.90107             0.95174             0.70021            0.029086            0.020598           0.0030132           0.0052645           0.0052645           0.0052645
                 157            0.034786            0.037628           0.0061192             0.91236             0.90134             0.94876             0.66881            0.031296            0.020912           0.0029316           0.0052174           0.0052174           0.0052174
                 158            0.035552            0.039079           0.0052142             0.91084             0.90647             0.95488             0.69153            0.029645            0.020924           0.0028793           0.0051704           0.0051704           0.0051704
                 159              0.0337            0.039244            0.005748             0.92608             0.89102             0.94622             0.68667            0.029761            0.020998           0.0029068           0.0051234           0.0051234           0.0051234
                 160            0.034473            0.039209           0.0053696             0.88567             0.89007             0.93378             0.68451            0.029967            0.021183           0.0029082           0.0050765           0.0050765           0.0050765
                 161             0.03349            0.040066           0.0055208             0.92513             0.87331             0.93365             0.69407            0.028706            0.021155            0.002922           0.0050296           0.0050296           0.0050296
                 162            0.033314            0.036205           0.0048258             0.91343             0.88674             0.93914              0.6985            0.028472             0.02056           0.0028919           0.0049828           0.0049828           0.0049828
                 163            0.034299            0.038736           0.0056456             0.92121              0.9038             0.94715             0.71131            0.028364            0.020162           0.0028535            0.004936            0.004936            0.004936
                 164            0.034052            0.039172           0.0057016             0.93131             0.89071             0.94903             0.69433            0.030274            0.020834            0.002856           0.0048893           0.0048893           0.0048893
                 165            0.035809            0.038965            0.005412             0.89283              0.9124             0.94858             0.70503            0.029253            0.020582           0.0028963           0.0048426           0.0048426           0.0048426
                 166            0.034339            0.037721           0.0050258             0.93694             0.88803             0.95135             0.69595             0.02897            0.020575           0.0029068            0.004796            0.004796            0.004796
                 167            0.034419            0.041595           0.0059991             0.93653              0.8781             0.94798             0.70343            0.027916             0.02023           0.0028741           0.0047495           0.0047495           0.0047495
                 168            0.033308            0.042515           0.0054947             0.94435             0.87113             0.94883             0.70396            0.028335            0.020415           0.0028476           0.0047031           0.0047031           0.0047031
                 169            0.032995            0.039991           0.0053194             0.92697             0.90093             0.95292             0.71359             0.02725            0.020049           0.0027777           0.0046568           0.0046568           0.0046568
                 170            0.033445            0.038989           0.0052635             0.91849             0.90332             0.94981             0.71423            0.027541            0.020065           0.0027417           0.0046105           0.0046105           0.0046105
                 171             0.03276            0.037256           0.0050333             0.92108             0.90056             0.95062             0.72444            0.027441            0.019947           0.0027494           0.0045644           0.0045644           0.0045644
                 172            0.033816            0.035633           0.0050912             0.91181             0.90499             0.94988             0.72452            0.027663            0.019877           0.0027259           0.0045184           0.0045184           0.0045184
                 173            0.033669            0.041167           0.0053897             0.91349             0.90388             0.95334             0.71062            0.027218            0.019712           0.0026953           0.0044724           0.0044724           0.0044724
                 174            0.032984            0.037539           0.0061634             0.90645             0.90807             0.95009             0.71855            0.026903             0.01988           0.0027011           0.0044266           0.0044266           0.0044266
                 175            0.031547            0.036907           0.0049914             0.92438             0.89373             0.95079             0.72274            0.026448            0.019681           0.0027002           0.0043809           0.0043809           0.0043809
                 176             0.03252            0.034625           0.0053808             0.93023             0.89281             0.95184             0.70962            0.027338            0.019897           0.0026975           0.0043353           0.0043353           0.0043353
                 177            0.033752            0.038388           0.0052002             0.91844             0.90196             0.95203             0.72514            0.026974            0.019816           0.0026701           0.0042899           0.0042899           0.0042899
                 178            0.032497            0.034536           0.0048493             0.92138             0.90099             0.95214             0.70252            0.028016            0.019886           0.0026788           0.0042445           0.0042445           0.0042445
                 179            0.033071            0.038125           0.0048838             0.92924             0.90161              0.9532             0.71101            0.027627              0.0198           0.0026973           0.0041994           0.0041994           0.0041994
                 180            0.032756            0.035798           0.0050475             0.87456              0.9424             0.96103             0.72926            0.026674            0.019535           0.0027256           0.0041543           0.0041543           0.0041543
                 181            0.032884            0.037993           0.0050612             0.92789               0.892             0.95092             0.70629            0.027556            0.019621           0.0027327           0.0041094           0.0041094           0.0041094
                 182            0.033731            0.039497           0.0046297             0.90657             0.88787             0.94569              0.6948            0.028769            0.019724            0.002756           0.0040647           0.0040647           0.0040647
                 183            0.034495             0.03589           0.0048713             0.92644             0.89621             0.95151              0.7076            0.027687            0.019653           0.0027477           0.0040201           0.0040201           0.0040201
                 184            0.033542            0.037448           0.0048239             0.89626              0.9253             0.95013             0.70717            0.027652            0.019658           0.0027602           0.0039757           0.0039757           0.0039757
                 185            0.032034            0.038348           0.0046217             0.90951             0.92749              0.9611             0.71768            0.027314            0.019479           0.0027504           0.0039314           0.0039314           0.0039314
                 186            0.033848            0.038728           0.0049179             0.93331             0.90358             0.95137             0.72467             0.02668            0.019158           0.0027399           0.0038873           0.0038873           0.0038873
                 187            0.031861             0.03274            0.004553             0.91844             0.92226             0.95274             0.73923            0.026547            0.018997           0.0027293           0.0038434           0.0038434           0.0038434
                 188            0.030826            0.032646           0.0049918             0.94755             0.89307              0.9507             0.73868             0.02632            0.018993           0.0027063           0.0037997           0.0037997           0.0037997
                 189            0.031229            0.035801           0.0044567             0.94871             0.88821             0.95179             0.71763            0.027166            0.018965           0.0026753           0.0037562           0.0037562           0.0037562
                 190            0.033138            0.035191            0.005656             0.93529             0.90597             0.95705             0.74443            0.027076            0.019026           0.0026716           0.0037128           0.0037128           0.0037128
                 191            0.031261            0.035573           0.0044777             0.93383             0.91389             0.96198             0.74655            0.026691            0.019134           0.0026597           0.0036697           0.0036697           0.0036697
                 192             0.03098            0.033664           0.0044881              0.9293             0.91835             0.96337             0.75126            0.026341            0.019137            0.002662           0.0036267           0.0036267           0.0036267
                 193            0.030495            0.036019           0.0044886             0.93101             0.90923             0.96363             0.73726            0.026983            0.019215           0.0026607            0.003584            0.003584            0.003584
                 194            0.030845            0.031279            0.005248             0.93114              0.9057             0.95808             0.74959            0.025775            0.018881           0.0026423           0.0035415           0.0035415           0.0035415
                 195            0.033777            0.035358             0.00545             0.93091             0.90627             0.96289             0.74136             0.02603            0.018913           0.0026219           0.0034991           0.0034991           0.0034991
                 196             0.03003            0.033553           0.0044561              0.9357             0.91048             0.96355             0.75452            0.025306            0.018614           0.0026023            0.003457            0.003457            0.003457
                 197            0.030803            0.035462           0.0047569             0.94029             0.90362             0.96092             0.75979            0.024661            0.018453           0.0025855           0.0034152           0.0034152           0.0034152
                 198            0.029085            0.032813           0.0042165             0.94244             0.90111             0.96085             0.75942            0.025057            0.018483           0.0025599           0.0033735           0.0033735           0.0033735
                 199             0.03073            0.036118           0.0045927             0.93521             0.89975             0.96235             0.72813            0.026613            0.018979           0.0025704           0.0033321           0.0033321           0.0033321
                 200            0.030025            0.040419           0.0044141             0.88364              0.9466             0.96198             0.75529            0.024541            0.018481            0.002554           0.0032909           0.0032909           0.0032909
                 201            0.030941            0.035081           0.0049723             0.89931             0.94683             0.96479             0.76117            0.024666            0.018532           0.0025448             0.00325             0.00325             0.00325
                 202            0.029411            0.034493           0.0046003             0.89733             0.94326             0.96388             0.74547            0.025471            0.018746             0.00254           0.0032093           0.0032093           0.0032093
                 203            0.029952            0.033459           0.0049007             0.90814             0.94041             0.96363             0.75278            0.026255             0.01891           0.0025429           0.0031689           0.0031689           0.0031689
                 204            0.031164            0.033798           0.0044763             0.91146             0.93456             0.96477             0.76609            0.025175            0.018437           0.0025332           0.0031287           0.0031287           0.0031287
                 205            0.031246            0.033992           0.0048117             0.91757             0.92833             0.96409             0.75494            0.025989             0.01861           0.0025142           0.0030888           0.0030888           0.0030888
                 206            0.030608            0.032421           0.0039249             0.92831             0.92196             0.96555             0.76946            0.024608            0.018266           0.0024988           0.0030491           0.0030491           0.0030491
                 207            0.029494            0.035353           0.0042185             0.92628             0.92521              0.9634             0.77406            0.024224            0.018177           0.0024954           0.0030097           0.0030097           0.0030097
                 208            0.028528            0.032297           0.0041221             0.93628             0.91271             0.96328             0.76678            0.024215            0.018171           0.0024982           0.0029706           0.0029706           0.0029706
                 209            0.030582            0.036939           0.0047707             0.93314             0.92015             0.96211             0.75756            0.024479            0.018088           0.0024897           0.0029318           0.0029318           0.0029318
                 210            0.031002            0.035424            0.004494             0.93197             0.91874             0.96177             0.75475            0.024959            0.018094           0.0024894           0.0028932           0.0028932           0.0028932
                 211            0.030101            0.034953           0.0048062             0.93316             0.92332             0.96245             0.75409            0.024577            0.018034           0.0024603            0.002855            0.002855            0.002855
                 212            0.029348            0.034521           0.0047162             0.91588             0.93404             0.96006             0.76988             0.02372            0.017778           0.0024324            0.002817            0.002817            0.002817
                 213            0.030472            0.038999           0.0048454             0.92064             0.93899             0.96364             0.77065            0.024053            0.017832           0.0024135           0.0027793           0.0027793           0.0027793
                 214            0.029534             0.03394           0.0047159             0.91721             0.94302             0.96679             0.77596            0.023653            0.017686           0.0023862           0.0027419           0.0027419           0.0027419
                 215            0.027868            0.032236           0.0042319             0.91048             0.94442             0.96341             0.77668            0.023495             0.01762           0.0023553           0.0027048           0.0027048           0.0027048
                 216            0.029917            0.035242           0.0046232             0.90419             0.94485              0.9601             0.76992            0.024045            0.017638           0.0023316           0.0026681           0.0026681           0.0026681
                 217            0.026645             0.03025             0.00451             0.90257             0.94584             0.96199             0.77257            0.023692            0.017527           0.0023121           0.0026316           0.0026316           0.0026316
                 218            0.030186            0.033743           0.0046876             0.90027             0.94674             0.96275             0.77043            0.024136            0.017564           0.0022929           0.0025954           0.0025954           0.0025954
                 219            0.029349            0.036699           0.0043146             0.88921             0.95211             0.96226             0.77365            0.024109            0.017557           0.0022928           0.0025596           0.0025596           0.0025596
                 220            0.029885            0.034594           0.0043957             0.89147             0.95363             0.96535             0.78632            0.023483            0.017392           0.0022828           0.0025241           0.0025241           0.0025241
                 221            0.030214            0.033144           0.0046572             0.89114             0.95506             0.96659              0.7836            0.023392            0.017412           0.0022824           0.0024889           0.0024889           0.0024889
                 222            0.028437            0.030777           0.0042008             0.94771              0.9047             0.95879              0.7723            0.023648            0.017449           0.0022741           0.0024541           0.0024541           0.0024541
                 223            0.029131             0.03465           0.0039827             0.88651             0.95147             0.95718             0.76455             0.02402            0.017494           0.0022755           0.0024195           0.0024195           0.0024195
                 224            0.029134            0.030933           0.0038242             0.89018             0.95078             0.95754             0.76985            0.023471            0.017389           0.0022602           0.0023854           0.0023854           0.0023854
                 225            0.029766            0.035035           0.0038431             0.88645             0.94951             0.95731             0.77077            0.023591             0.01734           0.0022517           0.0023515           0.0023515           0.0023515
                 226            0.029096            0.032222           0.0041906             0.89597              0.9476             0.95778             0.77529            0.023143            0.017131           0.0022427            0.002318            0.002318            0.002318
                 227            0.028011            0.031274           0.0041168             0.89537             0.94913             0.95795             0.77091            0.023437            0.017155           0.0022431           0.0022849           0.0022849           0.0022849
                 228            0.027281            0.031791           0.0039116             0.88897             0.94742             0.95507             0.77797            0.023079            0.017155           0.0022496           0.0022521           0.0022521           0.0022521
                 229            0.027363            0.033934           0.0041924             0.88527             0.94885             0.95759             0.77681            0.023206            0.017269           0.0022523           0.0022196           0.0022196           0.0022196
                 230            0.027741            0.030368           0.0037763             0.88414             0.94879             0.95673             0.78171              0.0231            0.017377           0.0022501           0.0021876           0.0021876           0.0021876
                 231            0.027504             0.03184           0.0041461             0.88672              0.9439              0.9567             0.78699            0.022893            0.017218           0.0022426           0.0021558           0.0021558           0.0021558
                 232             0.02755            0.031492           0.0038628              0.8921             0.94388             0.95821             0.78092            0.022888             0.01717           0.0022361           0.0021245           0.0021245           0.0021245
                 233            0.028514            0.034451           0.0045356             0.89234             0.94001             0.95839              0.7828            0.022843            0.017137           0.0022228           0.0020935           0.0020935           0.0020935
                 234            0.028573            0.036318           0.0039379             0.94196             0.90232             0.95656             0.78802            0.022699            0.017075            0.002211           0.0020629           0.0020629           0.0020629
                 235            0.028047            0.032885           0.0037903             0.88359             0.95256              0.9574             0.78972            0.022509            0.016943           0.0022031           0.0020327           0.0020327           0.0020327
                 236            0.027727            0.031629           0.0042017             0.88745             0.95236             0.95645             0.79168            0.022387            0.016812           0.0021885           0.0020028           0.0020028           0.0020028
                 237            0.026736            0.028106           0.0040919             0.89496             0.94943             0.96387             0.79177            0.022489            0.016785           0.0021792           0.0019734           0.0019734           0.0019734
                 238            0.027602            0.033653             0.00378             0.89062             0.94915             0.96392             0.78835            0.022318              0.0168           0.0021788           0.0019443           0.0019443           0.0019443
                 239            0.028777             0.03486           0.0038242             0.94638              0.9053             0.96375             0.79171            0.022269            0.016785           0.0021734           0.0019156           0.0019156           0.0019156
                 240            0.027337            0.031515           0.0037181             0.94051              0.9094             0.96577             0.79107            0.022451            0.016861           0.0021587           0.0018873           0.0018873           0.0018873
                 241             0.02669            0.029894           0.0043572             0.93461               0.918             0.96502             0.79065            0.022134            0.016852           0.0021375           0.0018594           0.0018594           0.0018594
                 242            0.029272            0.033944           0.0042697              0.9337             0.91766             0.96507             0.79304            0.022193            0.016799           0.0021244           0.0018319           0.0018319           0.0018319
                 243            0.027547            0.031788           0.0038607             0.93832             0.91326             0.95811             0.78028            0.022539            0.016858           0.0021149           0.0018048           0.0018048           0.0018048
                 244            0.027562              0.0347           0.0039601             0.93726             0.91343              0.9576              0.7897            0.022175            0.016765           0.0021103           0.0017781           0.0017781           0.0017781
                 245            0.027372            0.030273           0.0041639             0.93489             0.91896             0.95812             0.79784            0.021939            0.016702           0.0021108           0.0017519           0.0017519           0.0017519
                 246            0.027034             0.03034               0.004             0.94107             0.91037              0.9582             0.78616            0.022349            0.016822           0.0021154            0.001726            0.001726            0.001726
                 247            0.029178            0.033576           0.0037021             0.94809             0.90222             0.95777             0.79445            0.022125            0.016831           0.0021147           0.0017005           0.0017005           0.0017005
                 248            0.028298            0.032832           0.0039422             0.94426             0.90699             0.95953             0.79135            0.022205            0.016856           0.0021203           0.0016755           0.0016755           0.0016755
                 249            0.028434            0.036067           0.0035538             0.93022             0.92777             0.95935             0.79623            0.021941            0.016674           0.0021202           0.0016509           0.0016509           0.0016509
                 250            0.027955            0.032833            0.004151             0.93057             0.92693             0.95925             0.79304            0.022246            0.016763           0.0021149           0.0016267           0.0016267           0.0016267
                 251             0.02801            0.030589           0.0037752             0.92438             0.93006             0.95807             0.79523            0.022101            0.016604           0.0021056           0.0016029           0.0016029           0.0016029
                 252            0.026006            0.033344            0.003936             0.92935             0.92614             0.95886             0.79264            0.021723            0.016481           0.0020899           0.0015795           0.0015795           0.0015795
                 253             0.02767            0.033758           0.0034717              0.9306             0.92723             0.95739              0.7963            0.021753            0.016396             0.00208           0.0015566           0.0015566           0.0015566
                 254            0.028359            0.029945           0.0040249             0.93115               0.916             0.95512             0.78461            0.022581            0.016569            0.002078           0.0015341           0.0015341           0.0015341
                 255            0.028883            0.033346           0.0038615             0.93032             0.91871             0.95566             0.79255            0.022107            0.016414           0.0020809           0.0015121           0.0015121           0.0015121
                 256            0.028265            0.034007           0.0043732             0.93302             0.91944              0.9588             0.79634            0.021842            0.016396           0.0020788           0.0014905           0.0014905           0.0014905
                 257            0.027427            0.031432           0.0035805             0.92753             0.92324             0.95717             0.80041            0.021649            0.016349           0.0020782           0.0014693           0.0014693           0.0014693
                 258            0.026867            0.031487           0.0032249             0.91647             0.93621             0.95756             0.80349            0.021429            0.016326           0.0020823           0.0014486           0.0014486           0.0014486
                 259            0.026592             0.03127           0.0039574             0.91864             0.93205              0.9581             0.80444            0.021503            0.016394           0.0020867           0.0014283           0.0014283           0.0014283
                 260            0.025308            0.027858           0.0031587             0.92881             0.92532              0.9598             0.80899            0.021461            0.016315           0.0020793           0.0014084           0.0014084           0.0014084
                 261            0.027903            0.034548           0.0035002             0.92188             0.93197             0.96007             0.80582            0.021393            0.016328           0.0020682            0.001389            0.001389            0.001389
                 262            0.027751            0.033041           0.0036804             0.92762             0.92885             0.96115             0.80355             0.02145            0.016334           0.0020582           0.0013701           0.0013701           0.0013701
                 263            0.026544            0.030027           0.0036163             0.92897             0.92928             0.96254             0.80279            0.021492            0.016325           0.0020467           0.0013516           0.0013516           0.0013516
                 264            0.028615            0.032106            0.004012             0.93123             0.92783             0.96238             0.79397            0.021411            0.016346           0.0020388           0.0013336           0.0013336           0.0013336
                 265            0.027007            0.033383           0.0036613             0.92417              0.9311             0.96101             0.80015            0.021338              0.0163           0.0020306            0.001316            0.001316            0.001316
                 266            0.029197            0.035154           0.0036939             0.92545             0.92657             0.95952             0.79757            0.021793            0.016391           0.0020247           0.0012989           0.0012989           0.0012989
                 267            0.026589            0.031921           0.0032981             0.92469             0.92555              0.9587             0.79661            0.021648              0.0163           0.0020208           0.0012822           0.0012822           0.0012822
                 268            0.026206            0.028643           0.0036264             0.92505              0.9249             0.95746             0.80116            0.021241            0.016118           0.0020168            0.001266            0.001266            0.001266
                 269            0.026705             0.03012           0.0037188             0.92747             0.92456             0.95844             0.80204            0.021229            0.016106           0.0020116           0.0012503           0.0012503           0.0012503
                 270            0.028111            0.030175           0.0038306             0.92447             0.92607             0.95774             0.80232            0.021285            0.016104           0.0020076            0.001235            0.001235            0.001235
                 271            0.026101             0.03375           0.0038693              0.9248             0.92907              0.9579             0.80499            0.021029            0.016011           0.0020026           0.0012202           0.0012202           0.0012202
                 272            0.026484            0.031261             0.00381             0.93588             0.92124             0.95957             0.80536            0.020946            0.015977           0.0019943           0.0012059           0.0012059           0.0012059
                 273             0.02537            0.028162           0.0039188             0.93024             0.92444             0.95987             0.80411            0.021154            0.016042           0.0019875           0.0011921           0.0011921           0.0011921
                 274            0.024593            0.030632           0.0036169             0.92976             0.92707              0.9592              0.8065            0.021202            0.015999           0.0019794           0.0011787           0.0011787           0.0011787
                 275            0.025313            0.029316           0.0036022             0.92864              0.9304             0.95911             0.80875            0.020853            0.015902            0.001969           0.0011658           0.0011658           0.0011658
                 276            0.026317            0.030098           0.0036622             0.94159              0.9157             0.95846             0.80347            0.021232            0.015936           0.0019634           0.0011533           0.0011533           0.0011533
                 277            0.027825            0.031298           0.0037232             0.93407             0.92151              0.9611             0.81268            0.020958            0.015801           0.0019568           0.0011414           0.0011414           0.0011414
                 278            0.026954            0.031994           0.0039903             0.93587              0.9188             0.96047             0.79971            0.021308            0.015946           0.0019518           0.0011299           0.0011299           0.0011299
                 279            0.026169            0.032929           0.0031492              0.9269             0.92798             0.96069             0.80437            0.020987            0.015785           0.0019503           0.0011189           0.0011189           0.0011189
                 280            0.025744            0.028758            0.003384             0.94996             0.90868             0.96132              0.8066            0.020982             0.01576           0.0019487           0.0011084           0.0011084           0.0011084
                 281            0.026491             0.03112           0.0035791             0.95052             0.90829             0.96042             0.80485            0.020993            0.015713           0.0019434           0.0010983           0.0010983           0.0010983
                 282            0.026678            0.030078           0.0035595             0.93183             0.92325             0.95872              0.8071            0.020748            0.015644           0.0019375           0.0010888           0.0010888           0.0010888
                 283            0.025486            0.031492           0.0037421             0.92114             0.93395             0.95817             0.80302            0.020834            0.015711           0.0019341           0.0010797           0.0010797           0.0010797
                 284            0.025533            0.030335           0.0035042             0.94241             0.91804             0.95929             0.80637            0.020825            0.015755           0.0019305           0.0010711           0.0010711           0.0010711
                 285            0.025054            0.030348           0.0036055             0.93983             0.91934             0.95816             0.80238            0.021323            0.015947           0.0019289            0.001063            0.001063            0.001063
                 286            0.025724            0.030041           0.0041021             0.94194             0.91791              0.9585             0.81409            0.020807            0.015832           0.0019308           0.0010554           0.0010554           0.0010554
                 287            0.026304            0.029985           0.0036922             0.94602             0.91543             0.95913             0.81529            0.020723            0.015792           0.0019305           0.0010483           0.0010483           0.0010483
                 288            0.026165            0.033872           0.0036362             0.95731             0.90748             0.95822             0.81316            0.020687            0.015733           0.0019258           0.0010416           0.0010416           0.0010416
                 289            0.026733            0.032667            0.003585             0.95162             0.90757             0.95795             0.80953            0.020965            0.015783           0.0019213           0.0010355           0.0010355           0.0010355
                 290            0.028232            0.030212           0.0039568             0.92718             0.92838             0.95921             0.81424             0.02059            0.015661           0.0019121           0.0010298           0.0010298           0.0010298
                 291            0.025665            0.030838           0.0036825             0.92679             0.93313             0.96009              0.8122            0.020621            0.015636           0.0019038           0.0010247           0.0010247           0.0010247
                 292            0.025752            0.029208           0.0041308             0.92717             0.93138             0.96058             0.81881            0.020709            0.015639           0.0018986             0.00102             0.00102             0.00102
                 293            0.025527            0.032695           0.0035104             0.95075             0.91151             0.96035             0.81833            0.020524            0.015516           0.0018894           0.0010158           0.0010158           0.0010158
                 294            0.025714            0.030983           0.0037242             0.93113             0.92927              0.9598             0.81819            0.020718            0.015497           0.0018775           0.0010121           0.0010121           0.0010121
                 295            0.026111            0.030677           0.0035141             0.95071             0.91138             0.95925             0.82195            0.020515            0.015407           0.0018691           0.0010089           0.0010089           0.0010089
                 296            0.024997            0.031159           0.0034936             0.92824             0.92874             0.95894             0.82152            0.020562            0.015412           0.0018607           0.0010062           0.0010062           0.0010062
                 297            0.025468            0.029692           0.0041117             0.93047             0.92685             0.95996             0.81937            0.020568            0.015408           0.0018567           0.0010039           0.0010039           0.0010039
                 298            0.025954            0.031406           0.0038442               0.932             0.92196             0.95897             0.82103            0.020481             0.01536           0.0018574           0.0010022           0.0010022           0.0010022
                 299            0.027108             0.03118            0.003588             0.93242             0.92633             0.96065             0.81858            0.020517            0.015396           0.0018551            0.001001            0.001001            0.001001
